"id","id_veh","fecha_ing","costo_mo","kilometraje","pre_repu","det_repar","des_repu"
"227","190","2012-08-23","500","173633","758","reemplazo correa dist. alt. filtros de aire comb. aceite motor ","correa dist. alt. filtros de aire comb. aceite motor "
"228","191","2012-08-24","700","156763","925","sevicio completo,cambio pastillas,taco de motor,lamparas de tablero,cambio de filtros de aire,combus","filtros de combustible de aire y aceite con 5 lts de aceite un juego de pastillas delanteras de freno,un taso de motor y lamparas de tablero"
"229","34","2012-08-28","500","152366","460","copia de llave y seguro de semieje","un seguro de semieje , una llave "
"230","192","2012-08-28","250","84064","790","cambio de aceite y filtros balanceo y rotaciÃ³n con reparaccion de caÃ±o de escape","filtros de aceite , aire y 5ltr de aceite"
"231","193","2012-08-28","200","115466","140","reemplazo cable de embrague","cable de embrague"
"232","44","2012-08-28","450","127638","xxxx","reemplazo bomba de embrague","provisto"
"233","70","2012-08-29","450","111802","515","reemplazo de kit lava parabrisas,repacion de motor de arranque rtificacion de colector  ","kit lava parabrisas, kit de carbones  y dos rulemanes "
"234","195","2012-08-24","250","136714","565","servicio y cambio de tensor ","filtro de combustible,aire y aceite con 4 litros de aceite un tensor"
"235","196","2012-08-30","250","54170","360","reemplazo bulbo electro y termostato","bulbo electro termostato"
"236","1","2012-08-30","250","120719","387","reemplazo aceite filtros aire comb. aceite","aceite filtros aire comb. aceite"
"237","197","2012-08-29","250","86697",".","control general",
"238","198","2012-08-28","600","98689","882","serv completo frenos tras. balanceo","filtros aire comb. aceite aceite motor cilindros de frenos tras bujias cintas de freno "
"239","84","2012-08-24","350","184488","450","reemplazo de espiral","espirales"
"240","192","2012-08-31","0","84160","400","reemplazo bobina encedido","bobina encendido"
"241","199","2012-08-30","700","71931","570","reemplazo de bomba de agua cambio de bujÃ­as ","bomba de agua 4 bujÃ­as y liquido refrigerante "
"242","200","2012-08-29","700","70609","625","cambio de correa de distribuciÃ³n y de alternador con servicio completo ","correa de distribuciÃ³n y de alternador filtros de aire ,aceite y combustible con 5 ltrs. de aceite"
"243","166","2012-08-28","500","62009","0","reemplazo de catalizador y sonda","provistos por el cliente"
"244","3","2012-08-31","0","135000","0","servicio cambio de aceite y filtros ","filtros de aire,aceite y combustible con 4 litros de aceite 5w30"
"245","201","2012-08-28","1000","104187","1340","reemplazo de correa dist. pastillas de freno rotacion y balanceo alineacion","crrea dist. alternadortensor original de dist pastillas de freno bujes de barra est."
"246","144","2012-08-29","1500","277650","1853","reemplazo junta tapa cil.","junta tapa cil. bulones ,pipeta agua,mang. agua sup. ,bulbo aceite ,frenteado tapa cil. ,junta tapa val.,reten leva,refrig.,filtros aire comb. aceite aceite de motor"
"247","141","2012-08-31","250","194141","0","seguimiento de cable cortado en instalacion y reparacion","0"
"248","61","2012-08-30","300","78460","378","reemplazo de correa de alternador,cambio de deposito de agua y limpiesa de circuito","una correa de alternador un deposito de agua y refrigerante"
"249","202","2012-08-30","150","54161","250","regular frenos y mejorar gases de escape por vtv","diagnostico "
"250","180","2012-09-05","800","117073","provisto","reemplazo de placa disco  crapodina embrague lampara de baja  ","kit embrague"
"251","203","2012-09-05","500","54452","0","reemplazo aceite y filtros aire comb. aceite pipeta de agua pipeta tras ","provisto"
"252","204","2012-09-05","1400","168766","1098","reeplazo  filtro correa alt tensor automatico manguera vaciosacar frente dist. por perdida "," filtro correa alt tensor automatico manguera vacio"
"253","205","2012-09-07","700","237681","188","reemplazo flexible turbo, bomba embrague (provista)","1 flexible turbo"
"254","206","2012-09-07","300","124286","750","reemplazo aceite y filtros aire aceite","aceite y filtros aire aceite"
"255","207","2012-09-07","600","102552","provisto","reemplazo kit. emb.","kit emb."
"256","3","2012-07-25","0","128000","0","camio de cintas de frenos traseras y cambio de pastillas delanteras",
"257","208","2012-09-10","250","33991","575","servicio completo, rotaciÃ³n y balanceo,cambio de filtros de aire,combustible y aceite. 5 litros de ","filtros de aire,aceite y combustible 5 litros de aceite"
"258","209","2012-09-10","250","71761","933","servicio y cambio de pastillas delanteras ","filtros de aire,combustible y aceite con 5 litros de aceite un juego de pastillas  "
"259","210","2012-09-06","120","102774","380","reemplazo de tensor ","un tensor"
"260","211","2012-09-10","400","121333","0","reemplazo de liquido de embrague ",
"261","70","2012-09-11","600","112433","450","cambiar brazo auxiliar, ajustar maza rueda","1 brazo auxiliar"
"262","212","2012-09-11","500","93184","68","cambio correa distribucion y alternador, aceite y filtros (provistos)","1 correa alternador"
"263","213","2012-09-11","280","71316","808","servicio, cambio past frenos, rot y balanceo","1 filtro aceite, 1 filtro aire, 1 juego pastillas de freno, 5 lts aceite"
"264","213","2012-04-20","150","54206","260","servicio","1 filtro de aceite, 1 filtro de aire, 1 filtro de combustible, 5 lts aceite"
"265","214","2012-09-11","250","11239","468","servicio","1 filtro aceite, 1 filtro aire, 5 lts aceite, rotacion y balanceo"
"266","215","2012-09-12","550","238331","390","rremplazo de correa dist. y alt.","correa dist. alt. y tensor"
"267","107","2012-09-14","300","89005","240","reemplazo de termostato ","termostato refrigerante juntas"
"268","38","2012-09-17","250","110469","320","reemplazo cables y bujias","cables , bujias"
"270","52","2012-09-17","350","113246","560","cambio de bomba de combustible y filtro de nafta","bomba de combustible y filtro de nafta"
"271","217","2012-09-20","100","30662","383","reemplazo bulbo aceite aceite y filtro","1 bulbo aceite alt. aceite y filtro"
"272","218","2012-09-20","500","38948","117","reemplazo correa dist.","correa dist. alt. "
"273","219","2012-09-19","1000","121164","0","reemplazo correa dist. alt. filtros todos y diagnostico","provistos"
"274","220","2012-09-11","900","138817","0","reparacion fucilera","0"
"275","191","2012-09-13","600","157650","513","reemplazo correa dist. alt. tensor dist. ","correa dist. alt. tensor dist. "
"276","221","2012-09-19","300","244682","260","reemplazo bomba comb.","bomba comb."
"277","222","2012-09-04","450","75359","0","reemplazo de radiador","provisto"
"278","223","2012-09-12","250","355931","438","reemplazo de filtros de comb. aire aceite aceite de motor","filtros todosaire comb. aceite"
"279","216","2012-09-17","350","90519","1236","reemplazo todos los filtros","filtros aire comb. aceite aceite motor"
"280","35","2012-09-18","350","73427","520","reemplazo bujes de suspencion flexibles","bujes suspencion flexible freno"
"281","159","2012-09-19","300","103868","200","reemplazo de precap y alineacion","un pre cap "
"282","132","2012-09-04","500","487102","260","cambio de cable de freno de mano y de caÃ±o de freno","2 cables de freno de mano, 1 caÃ±o de freno, 2 tuercas"
"283","226","2012-09-06","1300","38314","1910","cambio de correas de dist y alternador, columna de direccion","1 correa de distribucion, 1 correa alternador, 1 cama rueda aux, 1 columna de direccion, 1 tensor correa alternador"
"284","100","2012-09-25","700","195606","1000","reparacion modulo bujias precalentamiento","reparacion modulo"
"285","198","2012-09-27","200","99706","160","reemplazo de reten dist. y bulbo temp.","bulbo temp. reten dist."
"286","227","2012-09-28","300","71488","695","reemplazo de aceite y filtro aire comb.pastillas","aceite y filtro aire comb.pastillas"
"287","228","2012-09-18","700","159324","0","colocar abrazaderas sacar tornillo de aceite de depresor","00"
"288","229","2012-09-28","700","45577","0","reemplazo de bomba de agua correa dist.","bomba de agua correa dist. alt. y refrig."
"289","230","2012-09-28","250","221605","360","reemplazo de aceite y filtros aire comb. aceite pastillas","aceite y filtros aire comb. aceite pastillas"
"290","230","2012-09-28","250","221605","360","reemplazo de aceite y filtros aire comb. aceite pastillas","aceite y filtros aire comb. aceite pastillas"
"291","231","2012-09-26","900","285589","2019","reemplazo de correa dist. alt tensores de dist.aceite y filtros aira comb. aceite tensor aire acond.","dist. alt tensores de dist.aceite y filtros aira comb. aceite tensor aire acond."
"292","227","2011-12-23","500","63122","280","reemplazo de correa dist.","correa dist. alt."
"293","232","2012-10-02","800","98268","2400","reparacion de semiejes del izq. y der.","0"
"294","233","2012-10-03","700","167959","568","reemplazo de correa dist. alt.tensor dist. talt. bujias aceite y filtros ","correa dist. alt. filtro aceite aceite naf. tensor bujias"
"295","234","2012-10-03","380","9241","133","reemplazo de filtros aire aceite ,aceite de motor rotacion y balanceo","filtros aire aceite ,aceite de motor"
"296","235","2012-10-03","300","62500","561","reemplazo de filtros aire comb. aceite aceite de motor bujias","aire comb. aceite aceite de motor bujias"
"297","236","2012-09-26","250","60458","757","reemplzo de filtros de aire aceite aceite de motor bujias","filtros de aire aceite aceite de motor bujias"
"298","57","2012-09-26","250","61243","485","reemplazo de filtros aire aceite aceite de motor bujias ","filtros aire aceite aceite de motor bujias "
"299","237","2012-09-25","500","57860","240","reemplazo de  correa dist alt.","correa dist alt."
"300","238","2012-10-02","350","88887","523","reemplazo de aceite y filtro aire comb aceite de motor rotacion y balanceo","aceite y filtro aire comb aceite de motor"
"301","239","2012-10-01","400","46359","715","reemplazo de correa alt.filtro aire aceite aceite de motor junta tapa val.","correa alt.filtro aire aceite aceite de motor junta tapa val."
"302","240","2012-10-04","800","97780","0","reemplazo de correa dist. alt. y bujias incandesencia","bujias correa dist. alt. provistos cliente"
"303","44","2012-10-10","300","130641","777","reemplazo aceite filtro aire comb. aceite .bieleta"," aceite filtro aire comb. aceite .bieleta"
"304","241","2012-10-09","800","157628","1464","reemplazo de correa dist. alt. tensores dist. aire acond. y ventilador","correa dist. alt. tensores dist. aire acond. y ventilador"
"305","242","2012-10-10","300","99049","647","reemplazo filtros aire comb. aceite y aceite de motor cable de emb.lamp. stop rotacion y balanceo","filtros aire comb. aceite y aceite de motor cable de emb.lamp stop"
"306","100","2012-09-25","600","195607","1000","reparaciÃ³n de modulo y bujias","4 bujÃ­as "
"307","134","2012-10-04","6500","319199","8000","rectificar cigoÃ±al completo, 4 bocas y encamisado a stand-ar    ","juntas de motor retenes , todos los bulones de tapa de cilindro tapa de cilindro casquillos de biela y bancada correa de contribuciÃ³n y alternador, tensores, filtros de aire aceite y combustible acei"
"308","243","2012-10-10","400","33425","1030","reemplazo filtro aire, combustible aceite, aceite de motor pastilla s de freno y reparaccion de maqu","filtro aire, combustible aceite, aceite de motor pastilla s de freno "
"309","42","2012-11-02","200","46364","510","reemplazo aceite y filtros","filtros aire comb. aceite motor"
"310","244","2012-11-02","300","99400","0","ajustar rejistro bolante","0"
"311","245","2012-11-01","250","163785","570","reemplazo de taco motor y escobillas","escobillas taco motor"
"312","246","2012-11-01","350","156282","870","reemplazo aceite y filtros aire comb. aceite y recistencia forsador","aceite y filtros aire comb. aceite y recistencia forsador"
"313","72","2012-10-23","250","86769","410","reemplazo de valvula baypaz alternativa ","valvula baypaz"
"314","212","2012-10-24","150","97700","170","reemplazo de ruleman","kit. ruleman"
"315","20","2012-10-25","250","140264","425","reemplazo de aceite de motor filtros aire aceite comb.","aceite de motor filtros aire aceite comb"
"316","62","2012-05-14","300","187282","60","reemplazo de  junta multiple","junta multiple"
"317","248","2012-10-30","200","66214","358","reemplazo de aceite filtros aire aceite cuerpo maripoza","aceite filtros aire aceite cuerpo maripoza"
"318","21","2012-10-30","400","151609","1000","reemplazo de  aceite filtros aire comb. aceitebalanceo pipeta porta termostato limpieza circuito ref"," aceite filtros aire comb. aceitepipeta porta termostato limpieza circuito refrigerante "
"319","249","2012-10-29","350","20295","458","reemplazo de aceite y filtros aire aceite rotacion y balanceo","aceite y filtros aire aceite"
"320","250","2012-10-29","450","82447","580","reemplazo de valvula baypaz","valvula baypaz"
"321","36","2012-10-26","100","69021","360","reemplazo de aceite y filtro","aceite y filtro"
"322","251","2012-10-22","250","185565","243","reemplazo de termostato refrig.","termostoto"
"323","132","2012-10-05","900","488780","1580","reemplazo de kit. emb.","kit. de emb.un fuelle de semieje"
"324","152","2012-10-10","900","199464","1163","reemplazo de  correa dist. alt. aceite filtro aire comb. aceite"," correa dist. alt. aceite filtro aire comb. aceite"
"325","252","2012-10-29","2400","189571","5570","reemplazo de tapa cil. nueva  correa dist. alt. junta tapa cil. refrig. bulones tapa cil. armado de ","tapa cil. nueva  correa dist. alt. junta tapa cil. refrig. bulones tapa cil. armado de tapa cil."
